#ID	                 T1	 T3	Chi	        Q_value	                   log2(A/B)	regulated	COG_class	COG_class_annotation	GO_annotation	KEGG_annotation	Swissprot_annotation	TrEMBL_annotation	nr_annotation	nt_annotation
T2_Unigene_BMK.50138	144	379	0.000000	0	               -1.39612903672878	down	--	--	Biological Process: defense response to insect (GO:0002213);; Molecular Function: acid phosphatase activity (GO:0003993);; Cellular Component: vacuole (GO:0005773);; Biological Process: response to oxidative stress (GO:0006979);; Biological Process: response to wounding (GO:0009611);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Cellular Component: cytosolic ribosome (GO:0022626);; Biological Process: hyperosmotic salinity response (GO:0042538);; Biological Process: primary metabolic process (GO:0044238);; Biological Process: cellular macromolecule metabolic process (GO:0044260);; Biological Process: response to copper ion (GO:0046688);; 	--	Acid phosphatase 1 OS=Solanum lycopersicum GN=APS1 PE=2 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	Acid phosphatase 1 [Triticum urartu]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2017P17
T4_Unigene_BMK.15940	33	90	0.000000	0	               -1.44745897697122	down	--	--	Molecular Function: nucleic acid binding (GO:0003676);; Cellular Component: nucleus (GO:0005634);; Biological Process: translation (GO:0006412);; Cellular Component: chloroplast thylakoid membrane (GO:0009535);; Cellular Component: plastid (GO:0009536);; Cellular Component: chloroplast envelope (GO:0009941);; Cellular Component: plastoglobule (GO:0010287);; Molecular Function: ligase activity, forming aminoacyl-tRNA and related compounds (GO:0016876);; Biological Process: virus-host interaction (GO:0019048);; Biological Process: tRNA aminoacylation (GO:0043039);; Molecular Function: ion binding (GO:0043167);; Biological Process: regulation of biological process (GO:0050789);; 	--	Uncharacterized protein At4g01150, chloroplastic OS=Arabidopsis thaliana GN=At4g01150 PE=1 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: WT005_B24, cultivar: Chinese Spring
T3_Unigene_BMK.48384	44	14	0.000088	0.00416825449515906	1.65207669657969	up	--	--	--	--	--	--	60S ribosomal protein L36-1 [Triticum urartu]	Triticum aestivum chromosome 3B-specific BAC library, contig ctg0616b
T1_Unigene_BMK.59554	168	44	0.000000	0	                1.93288580414146	up	[RTKL]	--	Molecular Function: nucleotide binding (GO:0000166);; Molecular Function: protein serine/threonine kinase activity (GO:0004674);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: cytoplasm (GO:0005737);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: protein phosphorylation (GO:0006468);; Cellular Component: plasmodesma (GO:0009506);; Biological Process: response to abiotic stimulus (GO:0009628);; Biological Process: hormone-mediated signaling pathway (GO:0009755);; Biological Process: cellular response to phosphate starvation (GO:0016036);; Molecular Function: protein phosphatase binding (GO:0019903);; Biological Process: regulation of defense response (GO:0031347);; Biological Process: cellular response to stress (GO:0033554);; Biological Process: intracellular signal transduction (GO:0035556);; Biological Process: regulation of programmed cell death (GO:0043067);; Biological Process: innate immune response (GO:0045087);; Biological Process: response to cadmium ion (GO:0046686);; Biological Process: protein autophosphorylation (GO:0046777);; Molecular Function: metal ion binding (GO:0046872);; Biological Process: negative regulation of biological process (GO:0048519);; Biological Process: response to other organism (GO:0051707);; Biological Process: regulation of pollen tube growth (GO:0080092);; 	--	Phosphoenolpyruvate carboxylase kinase 1 OS=Arabidopsis thaliana GN=PPCK1 PE=1 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1001K24
T4_Unigene_BMK.64684	9	41	0.000006	0.000395653401797176   -2.18762700317577	down	--	--	Molecular Function: DNA binding (GO:0003677);; Cellular Component: nucleus (GO:0005634);; Biological Process: regulation of transcription, DNA-dependent (GO:0006355);; 	--	--	AHM2 (Fragment) GN=Ahm2 OS=Triticum aestivum (Wheat) PE=4 SV=1	AHM2 [Triticum aestivum]	Triticum aestivum gene for AHM2, partial cds
T3_Unigene_BMK.62550	12	54	0.000000	0	               -2.16992500144231	down	--	--	Molecular Function: nucleic acid binding (GO:0003676);; Molecular Function: protein binding (GO:0005515);; Cellular Component: nucleolus (GO:0005730);; Biological Process: transport (GO:0006810);; Biological Process: immune response (GO:0006955);; Biological Process: cell cycle (GO:0007049);; Biological Process: response to bacterium (GO:0009617);; Cellular Component: membrane (GO:0016020);; Cellular Component: SWI/SNF complex (GO:0016514);; Biological Process: cell projection assembly (GO:0030031);; Biological Process: actin cytoskeleton organization (GO:0030036);; Biological Process: evasion or tolerance by virus of host immune response (GO:0030683);; Cellular Component: cortical actin cytoskeleton (GO:0030864);; Biological Process: protein complex localization (GO:0031503);; Biological Process: regulation of localization (GO:0032879);; Biological Process: modification by symbiont of host morphology or physiology (GO:0044003);; Biological Process: positive regulation of transcription, DNA-dependent (GO:0045893);; Biological Process: positive regulation of cellular component organization (GO:0051130);; Biological Process: organelle localization (GO:0051640);; Biological Process: protein complex subunit organization (GO:0071822);; 	--	Uncharacterized proline-rich protein (Fragment) OS=Owenia fusiformis PE=4 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2071D17
T4_Unigene_BMK.53185	778	156	0.000000	0	                2.31822412612394	up	[C]	Energy production and conversion 	Biological Process: retinoid metabolic process (GO:0001523);; Biological Process: eye development (GO:0001654);; Molecular Function: aldehyde dehydrogenase (NAD) activity (GO:0004029);; Molecular Function: L-aminoadipate-semialdehyde dehydrogenase activity (GO:0004043);; Molecular Function: protein binding (GO:0005515);; Cellular Component: mitochondrial matrix (GO:0005759);; Biological Process: alcohol metabolic process (GO:0006066);; Biological Process: cellular aldehyde metabolic process (GO:0006081);; Biological Process: lysine catabolic process (GO:0006554);; Biological Process: response to stress (GO:0006950);; Biological Process: sensory perception of sound (GO:0007605);; Biological Process: cellular amino acid biosynthetic process (GO:0008652);; Biological Process: response to desiccation (GO:0009269);; Biological Process: amine metabolic process (GO:0009308);; Biological Process: response to salt stress (GO:0009651);; Biological Process: response to abscisic acid stimulus (GO:0009737);; Biological Process: monocarboxylic acid metabolic process (GO:0032787);; Biological Process: cellular nitrogen compound metabolic process (GO:0034641);; Biological Process: cellular hormone metabolic process (GO:0034754);; Biological Process: embryonic organ development (GO:0048568);; Biological Process: oxidation-reduction process (GO:0055114);; 	K14085|0.0|zma:100282748|aldehyde dehydrogenase family 7 member A1	Aldehyde dehydrogenase family 7 member A1 OS=Malus domestica PE=1 SV=3	Aldehyde dehydrogenase 7b OS=Triticum aestivum (Wheat) PE=2 SV=1	aldehyde dehydrogenase 7b [Triticum aestivum]	Triticum aestivum cDNA, clone: SET5_G19, cultivar: Chinese Spring
T3_Unigene_BMK.11063	14	81	0.000000	0	               -2.53249508082702	down	--	--	Biological Process: defense response to insect (GO:0002213);; Molecular Function: chitinase activity (GO:0004568);; Molecular Function: binding (GO:0005488);; Molecular Function: copper ion binding (GO:0005507);; Cellular Component: extracellular region (GO:0005576);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: carbohydrate metabolic process (GO:0005975);; Biological Process: chitin catabolic process (GO:0006032);; Molecular Function: electron carrier activity (GO:0009055);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: cellular component organization (GO:0016043);; Cellular Component: anchored to membrane (GO:0031225);; Cellular Component: intracellular membrane-bounded organelle (GO:0043231);; Biological Process: cellular macromolecule metabolic process (GO:0044260);; Cellular Component: cytoplasmic part (GO:0044444);; Biological Process: regulation of biological quality (GO:0065008);; Biological Process: cell wall organization or biogenesis (GO:0071554);; 	--	Lamin-like protein OS=Arabidopsis thaliana GN=At5g15350 PE=1 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: WT006_F21, cultivar: Chinese Spring
T1_Unigene_BMK.47950	32	8	0.000157	0.00689900171086399	               2	up	--	--	Molecular Function: actin binding (GO:0003779);; Molecular Function: aspartic-type endopeptidase activity (GO:0004190);; Molecular Function: protein binding (GO:0005515);; Cellular Component: extracellular space (GO:0005615);; Cellular Component: lysosome (GO:0005764);; Cellular Component: vacuole (GO:0005773);; Cellular Component: cytosol (GO:0005829);; Biological Process: glycolysis (GO:0006096);; Biological Process: proteolysis (GO:0006508);; Biological Process: protein targeting to vacuole (GO:0006623);; Biological Process: lipid metabolic process (GO:0006629);; Biological Process: water transport (GO:0006833);; Biological Process: hyperosmotic response (GO:0006972);; Biological Process: Golgi organization (GO:0007030);; Biological Process: response to temperature stimulus (GO:0009266);; Cellular Component: plasmodesma (GO:0009506);; Biological Process: response to salt stress (GO:0009651);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: membrane protein proteolysis (GO:0033619);; Biological Process: positive regulation of blood pressure (GO:0045777);; Biological Process: response to cadmium ion (GO:0046686);; Biological Process: organ development (GO:0048513);; Cellular Component: alveolar lamellar body (GO:0097208);; 	K08245|6e-85|osa:4337744|Os05g0137400	Aspartic proteinase OS=Oryza sativa subsp. japonica GN=RAP PE=2 SV=2	Aspartic proteinase GN=WAP2 OS=Triticum aestivum (Wheat) PE=2 SV=1	Aspartic proteinase [Triticum urartu]	Triticum aestivum cDNA, clone: WT005_D18, cultivar: Chinese Spring
T2_Unigene_BMK.49831	19	2	0.000216	0.00901723201950427	3.24792751344359	up	--	--	Molecular Function: intracellular cAMP activated cation channel activity (GO:0005222);; Molecular Function: inward rectifier potassium channel activity (GO:0005242);; Molecular Function: voltage-gated potassium channel activity (GO:0005249);; Molecular Function: calcium channel activity (GO:0005262);; Molecular Function: calmodulin binding (GO:0005516);; Biological Process: potassium ion transport (GO:0006813);; Biological Process: calcium ion transport (GO:0006816);; Biological Process: cellular calcium ion homeostasis (GO:0006874);; Biological Process: nitric oxide mediated signal transduction (GO:0007263);; Biological Process: DNA mediated transformation (GO:0009294);; Biological Process: response to nematode (GO:0009624);; Biological Process: plant-type hypersensitive response (GO:0009626);; Biological Process: response to endogenous stimulus (GO:0009719);; Biological Process: plant-type cell wall modification (GO:0009827);; Biological Process: pollen tube growth (GO:0009860);; Cellular Component: integral to membrane (GO:0016021);; Cellular Component: apical plasma membrane (GO:0016324);; Molecular Function: cyclic nucleotide binding (GO:0030551);; Biological Process: regulation of defense response (GO:0031347);; Biological Process: cellular metabolic process (GO:0044237);; Biological Process: transmembrane transport (GO:0055085);; Biological Process: cellular response to organic substance (GO:0071310);; 	--	Probable cyclic nucleotide-gated ion channel 17 OS=Arabidopsis thaliana GN=CNGC17 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	putative cyclic nucleotide-gated ion channel 17 [Triticum urartu]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1026E06
T1_Unigene_BMK.50651	38	0	0.000000	0	                15.2137117981057	up	--	--	Molecular Function: protein binding (GO:0005515);; Cellular Component: cell wall (GO:0005618);; Biological Process: defense response (GO:0006952);; Biological Process: catabolic process (GO:0009056);; Molecular Function: hydrolase activity (GO:0016787);; Cellular Component: cell junction (GO:0030054);; Biological Process: macromolecule metabolic process (GO:0043170);; Cellular Component: intracellular part (GO:0044424);; Biological Process: cellular component organization or biogenesis (GO:0071840);; 	--	Sulfated surface glycoprotein 185 OS=Volvox carteri PE=1 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: SET5_P02, cultivar: Chinese Spring
T3_Unigene_BMK.67000	218	61	0.000000	0	                1.83744698721404	up	--	--	Cellular Component: cell wall (GO:0005618);; Cellular Component: vacuole (GO:0005773);; Biological Process: protein targeting to membrane (GO:0006612);; Biological Process: lipid metabolic process (GO:0006629);; Biological Process: positive regulation of flavonoid biosynthetic process (GO:0009963);; Biological Process: regulation of plant-type hypersensitive response (GO:0010363);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Molecular Function: hydrolase activity, acting on ester bonds (GO:0016788);; Molecular Function: carboxylic ester hydrolase activity (GO:0052689);; 	--	GDSL esterase/lipase At1g28580 OS=Arabidopsis thaliana GN=At1g28580 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	PREDICTED: GDSL esterase/lipase At5g45910-like isoform 1 [Brachypodium distachyon]	Triticum aestivum clone wle1n.pk0009.e6:fis, full insert mRNA sequence
