#SwissprotGeneID	Database_ID	E_value	Identity	Score	Annotation
T4_Unigene_BMK.34663	sp|Q6EU94|PIP11_ORYSJ	0	274/290(94.48)	564	Aquaporin PIP1-1 OS=Oryza sativa subsp. japonica GN=PIP1-1 PE=2 SV=1
T4_Unigene_BMK.35136	sp|Q02817|MUC2_HUMAN	1.58094e-18	87/283(30.74)	90	Mucin-2 OS=Homo sapiens GN=MUC2 PE=1 SV=2
T4_Unigene_BMK.37931	sp|Q9SZN7|HIP26_ARATH	1.27393e-42	74/141(52.48)	149	Heavy metal-associated isoprenylated plant protein 26 OS=Arabidopsis thaliana GN=HIPP26 PE=1 SV=1
T4_Unigene_BMK.38347	sp|O48956|C98A1_SORBI	0	455/512(88.87)	941	Cytochrome P450 98A1 OS=Sorghum bicolor GN=CYP98A1 PE=2 SV=1
T4_Unigene_BMK.38751	sp|Q852A1|EXPA7_ORYSJ	4.32259e-106	142/158(89.87)	313	Expansin-A7 OS=Oryza sativa subsp. japonica GN=EXPA7 PE=2 SV=1
T4_Unigene_BMK.38769	sp|Q766C2|NEP2_NEPGR	5.28483e-44	132/426(30.99)	167	Aspartic proteinase nepenthesin-2 OS=Nepenthes gracilis GN=nep2 PE=1 SV=1
T4_Unigene_BMK.38888	sp|Q7GD79|RAN2_ORYSJ	1.6705e-98	135/147(91.84)	290	GTP-binding nuclear protein Ran-2 OS=Oryza sativa subsp. japonica GN=RAN2 PE=2 SV=1
T4_Unigene_BMK.38997	sp|P49043|VPE_CITSI	0	329/466(70.60)	703	Vacuolar-processing enzyme OS=Citrus sinensis PE=2 SV=1
T4_Unigene_BMK.39192	sp|A7PZL3|PGLR_VITVI	1.02556e-157	225/449(50.11)	467	Probable polygalacturonase OS=Vitis vinifera GN=GSVIVT00026920001 PE=1 SV=1
T4_Unigene_BMK.39655	sp|Q08655|ASR1_SOLLC	1.97932e-25	46/86(53.49)	99	Abscisic stress-ripening protein 1 OS=Solanum lycopersicum GN=ASR1 PE=2 SV=1
T4_Unigene_BMK.39696	sp|Q39134|AAP3_ARATH	7.48913e-119	164/228(71.93)	349	Amino acid permease 3 OS=Arabidopsis thaliana GN=AAP3 PE=1 SV=2
T4_Unigene_BMK.41905	sp|Q43785|GLNA3_MEDSA	6.31712e-102	142/159(89.31)	300	Glutamine synthetase nodule isozyme OS=Medicago sativa GN=GS1 PE=2 SV=1
T4_Unigene_BMK.42117	sp|Q24133|DNAJ1_DROME	6.12787e-44	116/335(34.63)	159	DnaJ protein homolog 1 OS=Drosophila melanogaster GN=DnaJ-1 PE=1 SV=3
T4_Unigene_BMK.4544	sp|Q95JC9|PRP_PIG	1.10458e-06	35/78(44.87)	51	Basic proline-rich protein OS=Sus scrofa PE=1 SV=2
T4_Unigene_BMK.46879	sp|Q9SD53|Y3720_ARATH	1.72471e-38	121/439(27.56)	149	UPF0481 protein At3g47200 OS=Arabidopsis thaliana GN=At3g47200 PE=1 SV=1
T4_Unigene_BMK.48018	sp|Q5G8Z3|EA1_MAIZE	1.67336e-19	43/74(58.11)	84	Protein EGG APPARATUS-1 OS=Zea mays GN=Ea1 PE=2 SV=1
T4_Unigene_BMK.48984	sp|Q7XIV8|HAK9_ORYSJ	2.03315e-174	244/274(89.05)	504	Probable potassium transporter 9 OS=Oryza sativa subsp. japonica GN=HAK9 PE=2 SV=1
T4_Unigene_BMK.50328	sp|P07730|GLUA2_ORYSJ	5.36976e-28	100/395(25.32)	121	Glutelin type-A 2 OS=Oryza sativa subsp. japonica GN=GLUA2 PE=1 SV=1
T4_Unigene_BMK.50916	sp|Q6ZHZ1|SPSA4_ORYSJ	0	939/1075(87.35)	1880	Probable sucrose-phosphate synthase 4 OS=Oryza sativa subsp. japonica GN=SPS4 PE=2 SV=1
T4_Unigene_BMK.51074	sp|P87216|VIPI_SCHPO	3.42771e-10	63/235(26.81)	63	Protein vip1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=vip1 PE=1 SV=1
T4_Unigene_BMK.51098	sp|P05167|ALEU_HORVU	0	348/362(96.13)	708	Thiol protease aleurain OS=Hordeum vulgare PE=2 SV=1
T4_Unigene_BMK.51879	sp|Q2QVG9|CLPC2_ORYSJ	0	770/810(95.06)	1507	Chaperone protein ClpC2, chloroplastic OS=Oryza sativa subsp. japonica GN=CLPC2 PE=2 SV=2
T4_Unigene_BMK.51905	sp|Q6YZX6|ACOC_ORYSJ	0	839/893(93.95)	1712	Putative aconitate hydratase, cytoplasmic OS=Oryza sativa subsp. japonica GN=Os08g0191100 PE=1 SV=1
T4_Unigene_BMK.5263	sp|P14043|PROA_TRYBB	4.86616e-11	37/83(44.58)	58	Procyclic form-specific polypeptide OS=Trypanosoma brucei brucei GN=PROA PE=2 SV=1
T4_Unigene_BMK.52676	sp|O00268|TAF4_HUMAN	1.5996e-09	56/175(32.00)	63	Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2
T4_Unigene_BMK.52781	sp|Q2IPZ7|IF2_ANADE	8.32559e-10	59/145(40.69)	65	Translation initiation factor IF-2 OS=Anaeromyxobacter dehalogenans (strain 2CP-C) GN=infB PE=3 SV=1
T4_Unigene_BMK.54206	sp|Q9SG80|ASD1_ARATH	5.22024e-30	63/124(50.81)	119	Alpha-L-arabinofuranosidase 1 OS=Arabidopsis thaliana GN=ASD1 PE=1 SV=1
T4_Unigene_BMK.54864	sp|Q9STE7|R13L3_ARATH	2.1929e-69	204/685(29.78)	254	Putative disease resistance RPP13-like protein 3 OS=Arabidopsis thaliana GN=RPP13L3 PE=3 SV=1
T4_Unigene_BMK.56107	sp|B6DZD0|1FEH_TRIUA	0	507/587(86.37)	1039	Fructan 1-exohydrolase OS=Triticum urartu GN=1-FEH PE=3 SV=1
T4_Unigene_BMK.56380	sp|A5H8G4|PER1_MAIZE	1.47374e-134	216/365(59.18)	395	Peroxidase 1 OS=Zea mays GN=PER1 PE=1 SV=1
T4_Unigene_BMK.56741	sp|Q9FEQ8|PER2_MAIZE	2.56922e-73	142/347(40.92)	238	Peroxidase 2 OS=Zea mays GN=PER2 PE=2 SV=1
T4_Unigene_BMK.56867	sp|Q9LPL4|SKP2A_ARATH	1.23721e-163	225/332(67.77)	473	F-box protein SKP2A OS=Arabidopsis thaliana GN=SKP2A PE=1 SV=1
T4_Unigene_BMK.57710	sp|Q9ASS7|CAAT2_ARATH	0	424/625(67.84)	836	Cationic amino acid transporter 2, vacuolar OS=Arabidopsis thaliana GN=CAT2 PE=1 SV=1
T4_Unigene_BMK.57866	sp|Q9C7A2|Y3236_ARATH	0	417/577(72.27)	814	Ankyrin repeat-containing protein At3g12360 OS=Arabidopsis thaliana GN=At3g12360 PE=2 SV=1
T4_Unigene_BMK.58386	sp|Q09893|YAI5_SCHPO	1.24166e-21	79/249(31.73)	96	Uncharacterized protein C24B11.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC24B11.05 PE=3 SV=1
T4_Unigene_BMK.5853	sp|P29114|LOX1_HORVU	4.83255e-63	103/112(91.96)	211	Linoleate 9S-lipoxygenase 1 OS=Hordeum vulgare GN=LOX1.1 PE=1 SV=2
T4_Unigene_BMK.59665	sp|Q8L736|SKI11_ARATH	3.01983e-93	182/372(48.92)	313	F-box/kelch-repeat protein SKIP11 OS=Arabidopsis thaliana GN=SKIP11 PE=1 SV=2
T4_Unigene_BMK.61148	sp|P12653|GSTF1_MAIZE	6.39975e-123	168/212(79.25)	357	Glutathione S-transferase 1 OS=Zea mays GN=GST1 PE=1 SV=4
T4_Unigene_BMK.6218	sp|Q95JC9|PRP_PIG	5.52933e-18	47/99(47.47)	83	Basic proline-rich protein OS=Sus scrofa PE=1 SV=2
T4_Unigene_BMK.6226	sp|O22567|DXS1_ORYSJ	0	653/721(90.57)	1300	1-deoxy-D-xylulose-5-phosphate synthase 1, chloroplastic OS=Oryza sativa subsp. japonica GN=CLA1 PE=2 SV=2
T4_Unigene_BMK.62511	sp|Q17RH7|TPRXL_HUMAN	6.52785e-10	48/143(33.57)	62	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T4_Unigene_BMK.63413	sp|B4G072|BX9_MAIZE	0	284/464(61.21)	559	DIMBOA UDP-glucosyltransferase BX9 OS=Zea mays GN=BX9 PE=1 SV=1
T4_Unigene_BMK.63556	sp|Q9LZI2|UXS2_ARATH	0	320/415(77.11)	648	UDP-glucuronic acid decarboxylase 2 OS=Arabidopsis thaliana GN=UXS2 PE=1 SV=1
T4_Unigene_BMK.65296	sp|Q46036|BLC_CITFR	2.93077e-19	60/151(39.74)	87	Outer membrane lipoprotein blc OS=Citrobacter freundii PE=3 SV=1
T4_Unigene_BMK.76	sp|Q8T4N5|TSEP_GLOPP	1.08325e-73	90/129(69.77)	226	Protein TsetseEP OS=Glossina palpalis palpalis PE=4 SV=1
T4_Unigene_BMK.8286	sp|Q5R542|MFSD5_PONAB	3.73501e-40	75/168(44.64)	144	Major facilitator superfamily domain-containing protein 5 OS=Pongo abelii GN=MFSD5 PE=2 SV=1
T4_Unigene_BMK.9144	sp|Q93VR4|ML423_ARATH	6.87584e-43	66/156(42.31)	145	MLP-like protein 423 OS=Arabidopsis thaliana GN=MLP423 PE=2 SV=1
T4_Unigene_BMK.918	sp|P14928|LEA1_HORVU	1.75356e-32	72/166(43.37)	121	ABA-inducible protein PHV A1 OS=Hordeum vulgare GN=HVA1 PE=2 SV=1
T1_Unigene_BMK.31446	sp|Q9FRV1|CHIA_SECCE	0	238/320(74.38)	514	Basic endochitinase A OS=Secale cereale GN=rsca PE=1 SV=1
T1_Unigene_BMK.31871	sp|Q9LK03|PERK2_ARATH	6.24973e-15	60/150(40.00)	78	Proline-rich receptor-like protein kinase PERK2 OS=Arabidopsis thaliana GN=PERK2 PE=2 SV=3
T1_Unigene_BMK.36398	sp|Q43636|TRXH_RICCO	2.90345e-47	70/114(61.40)	157	Thioredoxin H-type OS=Ricinus communis PE=3 SV=1
